symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted,median_adv_usd
NUE,Nucor Corporation,"Nucor Corporation manufactures and sells steel and steel products. It operates through three segments: Steel Mills, Steel Products, and Raw Materials. The Steel Mills segment produces hot-rolled, cold-rolled, and galvanized sheet steel products; plate steel products; wide-flange beams, beam blanks, and H-piling and sheet piling products; bar steel products, such as blooms, billets, concrete reinforcing and merchant bars, and special bar quality products. It also engages in the steel trading and rebar distribution businesses. This segment sells its products to steel service centers, fabricators, and manufacturers in the United States, Canada, and Mexico. The Steel Products segment offers hollow structural section steel tubing products, electrical conduits, steel joists and joist girders, steel decks, fabricated concrete reinforcing steel products, cold finished steel products, steel fasteners, metal building systems, steel grating and expanded metal products, and wire and wire mesh products primarily for use in nonresidential construction applications. This segment also engages in the piling distribution business. The Raw Materials segment produces direct reduced iron (DRI); brokers ferrous and nonferrous metals, pig iron, hot briquetted iron, and DRI; supplies ferro-alloys; and processes ferrous and nonferrous scrap metal, as well as engages in the natural gas drilling operations. This segment sells its ferrous scrap to electric arc furnace steel mills and foundries for manufacturing process; and nonferrous scrap metal to aluminum can producers, secondary aluminum smelters, steel mills and other processors, and consumers of various nonferrous metals. The company offers its products through its in-house sales forces; and internal distribution and trading companies. The company was incorporated in 1958 and is headquartered in Charlotte, North Carolina.",USD,Materials,Materials,Metals & Mining,NYQ,XNYS,New York Stock Exchange,United States,NC,Charlotte,28211,http://www.nucor.com,Large Cap,US6703461052,670346105,BBG000BQ8MY5,BBG000BQ8KV2,BBG001S5TRV0,False,119418769.6176529
CAH,"Cardinal Health, Inc.","Cardinal Health, Inc. operates as an integrated healthcare services and products company in the United States and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, and physician offices. The company operates through two segments, Pharmaceutical and Medical. The Pharmaceutical segment distributes branded and generic pharmaceutical, specialty pharmaceutical, and over-the-counter healthcare and consumer products. It also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; operates nuclear pharmacies and radiopharmaceutical manufacturing facilities; and offers pharmacy management services to hospitals, as well as medication therapy management and patient outcomes services to hospitals, other healthcare providers, and payers. In addition, this segment repackages generic pharmaceuticals and over-the-counter healthcare products. The Medical segment manufactures, sources, and distributes Cardinal Health branded medical, surgical, and laboratory products. It also provides incontinence, nutritional delivery, wound care, cardiovascular, and endovascular products; single-use surgical drapes, gowns and apparel, and fluid suction and collection systems; urology products; operating room supplies; and electrode products. In addition, this segment distributes a range of national brand products, including medical, surgical, and laboratory products; and provides supply chain services and solutions to hospitals, ambulatory surgery centers, clinical laboratories, and other healthcare providers. Cardinal Health, Inc. was founded in 1979 and is headquartered in Dublin, Ohio.",USD,Health Care,Health Care Equipment & Services,Health Care Providers & Services,NYQ,XNYS,New York Stock Exchange,United States,OH,Dublin,43017,http://www.cardinalhealth.com,Large Cap,US14149Y1082,14149Y108,BBG000D89CS1,BBG000D898T9,BBG001S7PC34,False,118036788.0104065
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,"Warner Bros. Discovery Inc. Series A Common Stock is a global media and entertainment company that creates and distributes content across various platforms, including film, television, and streaming. The company owns a portfolio of well-known brands and franchises. Warner Bros. Discovery is headquartered in New York, USA.",USD,Communication Services,Media & Entertainment,Entertainment,NMS,XNAS,NASDAQ Global Select,United States,,,,,Large Cap,,934423104,BBG011386VF4,BBG011386VF4,BBG011386VG3,False,117907518.05871582
SRE,Sempra Energy,"Sempra Energy operates as an energy-services holding company in the United States and internationally. The company's San Diego Gas & Electric Company segment generates, transmits, and distributes electricity; and supplies natural gas. It offers electric services to approximately 3.7 million population and natural gas services to approximately 3.4 million population that covers 4,100 square miles. Its Southern California Gas Company segment owns and operates a natural gas distribution, transmission, and storage system that supplies natural gas to a population of approximately 22 million covering an area of 24,000 square miles. The company's Sempra Texas Utilities segment is involved in the regulated transmission and distribution of electricity serving 3.7 million homes and businesses, and operation of 139,000 miles of transmission and distribution lines. Its transmission system includes 18,127 circuit miles of transmission lines, 336 transmission stations, and 806 distribution substations; distribution system comprises 121,129 miles of overhead and underground lines; and 63 miles of electric transmission lines. Its Sempra Mexico segment develops, owns, operates, or holds interests in natural gas, electric, liquefied natural gas (LNG), liquid petroleum gas (LPG), ethane, and liquid fuels infrastructure; and purchases LNG, and purchases and sells natural gas. This segment operates natural-gas-fired, and wind and solar power generation facilities. Its assets/facilities consist of 1,850 miles of natural gas transmission pipelines, 15 compressor stations, and 139 miles of ethane pipelines; and 2,729 miles of natural gas distribution pipelines. The company's Sempra LNG segment develops and builds natural gas liquefaction export facilities; holds an interest in a facility for the export of LNG; owns and operates natural gas pipelines; and buys, sells, and transports natural gas. The company was founded in 1998 and is headquartered in San Diego, California.",USD,Utilities,Utilities,Multi-Utilities,NYQ,XNYS,New York Stock Exchange,United States,CA,San Diego,92101,http://www.sempra.com,Large Cap,,,BBG000C2ZGQ9,BBG000C2ZCH8,BBG001SBVZ73,False,117639661.34986877
LNG,"Cheniere Energy, Inc.","Cheniere Energy, Inc., an energy infrastructure company, engages in the liquefied natural gas (LNG) related businesses in the United States. It owns and operates the Sabine Pass LNG terminal in Cameron Parish, Louisiana; and the Corpus Christi LNG terminal near Corpus Christi, Texas. The company also owns Creole Trail pipeline, a 94-mile pipeline interconnecting the Sabine Pass LNG terminal with various interstate pipelines; and operates Corpus Christi pipeline, a 23-mile natural gas supply pipeline that interconnects the Corpus Christi LNG terminal with various interstate and intrastate natural gas pipelines. It is also involved in the LNG and natural gas marketing business. The company was incorporated in 1983 and is headquartered in Houston, Texas.",USD,Energy,Energy,"Oil, Gas & Consumable Fuels",NYQ,XNYS,New York Stock Exchange,United States,TX,Houston,77002,http://www.cheniere.com,Large Cap,US16411R2085,16411R208,BBG000C3HT52,BBG000C3HSR0,BBG001S7W158,False,117444732.23228455
FITB,Fifth Third Bancorp,"Fifth Third Bancorp operates as a diversified financial services company in the United States. The company's Commercial Banking segment offers credit intermediation, cash management, and financial services; lending and depository products; and cash management, foreign exchange and international trade finance, derivatives and capital markets services, asset-based lending, real estate finance, public finance, commercial leasing, and syndicated finance for business, government, and professional customers. Its Branch Banking segment provides a range of deposit and loan products to individuals and small businesses. This segment offers checking and savings accounts, home equity loans and lines of credit, credit cards, and loans for automobiles and personal financing needs, as well as cash management services for small businesses. The company's Consumer Lending segment engages in direct lending activities that include origination, retention, and servicing of residential mortgage and home equity loans or lines of credit; and indirect lending activities, including loans to consumers through correspondent lenders and automobile dealers. Fifth Third Bancorp's Wealth & Asset Management segment provides various investment alternatives for individuals, companies, and not-for-profit organizations. It offers retail brokerage services to individual clients; and broker dealer services to the institutional marketplace. This segment also provides asset management services; wealth planning, investment management, insurance, and trust and estate services; and advisory services for institutional clients. As of March 31, 2021, the company operated 1,098 banking centers and 2,383 ATMs in Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, North Carolina, and South Carolina. The company was founded in 1858 and is headquartered in Cincinnati, Ohio.",USD,Financials,Banks,Banks,NMS,XNAS,NASDAQ Global Select,United States,OH,Cincinnati,45263,http://www.53.com,Large Cap,,316773100,BBG000BJLCJ5,BBG000BJL3N0,BBG001S5R6S2,False,117029296.63562775
TSN,"Tyson Foods, Inc. Class A","Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and live market hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully-cooked meats; raises and processes chickens into fresh, frozen, and value-added chicken products; and supplies poultry breeding stock; sells specialty products , such as hides and meats. It also manufactures and markets frozen and refrigerated food products, including ready-to-eat sandwiches, flame-grilled hamburgers, Philly steaks, pepperoni, bacon, breakfast sausage, turkey, lunchmeat, hot dogs, flour and corn tortilla products, appetizers, snacks, prepared meals, ethnic foods, side dishes, meat dishes, breadsticks, and processed meats under the Jimmy Dean, Hillshire Farm, Ball Park, Wright, State Fair, Aidells, and Gallo Salame brands. The company also offers its products under Tyson and ibp brands. It sells its products through its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors, live markets, international export companies, and domestic distributors who serve restaurants and foodservice operations, such as plant and school cafeterias, convenience stores, hospitals, and other vendors, as well as through independent brokers and trading companies. The company was founded in 1935 and is headquartered in Springdale, Arkansas.",USD,Consumer Staples,Household & Personal Products,Household Products,NYQ,XNYS,New York Stock Exchange,United States,AR,Springdale,72762-6999,http://www.tysonfoods.com,Large Cap,US9024941034,902494103,BBG000DKCFD9,BBG000DKCC19,BBG001S871D5,False,116383165.62271118
RF,Regions Financial Corporation,"Regions Financial Corporation, a financial holding company, provides banking and bank-related services to individual and corporate customers. It operates through three segments: Corporate Bank, Consumer Bank, and Wealth Management. The Corporate Bank segment offers commercial banking services, such as commercial and industrial, commercial real estate, and investor real estate lending; equipment lease financing; deposit products; and securities underwriting and placement, loan syndication and placement, foreign exchange, derivatives, merger and acquisition, and other advisory services. It serves corporate, middle market, and commercial real estate developers and investors. The Consumer Bank segment provides consumer banking products and services related to residential first mortgages, home equity lines and loans, branch small business and indirect loans, consumer credit cards, and other consumer loans, as well as deposits. The Wealth Management segment offers credit related products, and retirement and savings solutions; and trust and investment management, asset management, and estate planning services to individuals, businesses, governmental institutions, and non-profit entities. The company also provides investment and insurance products; low income housing tax credit corporate fund syndication services; and other specialty financing services. As of February 25, 2021, it operated 1,300 banking offices and 2,000 automated teller machines across the South, Midwest and Texas. Regions Financial Corporation was founded in 1970 and is headquartered in Birmingham, Alabama.",USD,Financials,Banks,Banks,NYQ,XNYS,New York Stock Exchange,United States,AL,Birmingham,35203,http://www.regions.com,Large Cap,,7591EP100,BBG000Q3JQJ6,BBG000Q3JN03,BBG001SM4KY2,False,116222239.47582245
GWW,"W.W. Grainger, Inc.","W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Canada, and internationally. The company provides material handling equipment, safety and security supplies, lighting and electrical products, power and hand tools, pumps and plumbing supplies, cleaning and maintenance supplies, and metalworking tools. It also offers inventory management and technical support services. The company provides its products through sales and service representatives, catalogs, and electronic and ecommerce channels. It serves small and mid-sized businesses, large corporations, government entities, and other institutions. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",USD,Industrials,Capital Goods,Trading Companies & Distributors,NYQ,XNYS,New York Stock Exchange,United States,IL,Lake Forest,60045-5201,http://www.grainger.com,Large Cap,US3848021040,384802104,BBG000BKR342,BBG000BKR1D6,BBG001S5RRD2,False,115688535.14251709
PHM,"PulteGroup, Inc.","PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States. The company acquires and develops land primarily for residential purposes; and constructs housing on such land. It offers various home designs, including single-family detached, townhouses, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, American West, and John Wieland Homes and Neighborhoods brand names. As of December 31, 2020, the company controlled 180,352 lots, of which 91,363 were owned and 88,989 were under land option agreements. It also arranges financing through the origination of mortgage loans primarily for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies, and examination and closing services to homebuyers. The company was formerly known as Pulte Homes, Inc. and changed its name to PulteGroup, Inc. in March 2010. PulteGroup, Inc. was founded in 1950 and is headquartered in Atlanta, Georgia.",USD,Industrials,Capital Goods,Construction & Engineering,NYQ,XNYS,New York Stock Exchange,United States,GA,Atlanta,30326,http://www.pultegroup.com,Large Cap,,745867101,BBG000BR54L0,BBG000BR54L0,BBG001S5V5K7,False,114705999.28264618
ROK,"Rockwell Automation, Inc.","Rockwell Automation, Inc. provides industrial automation and digital transformation solutions. The company operates in two segments, Architecture & Software, and Control Products & Solutions. The Architecture & Software segment offers a portfolio of automation and information platforms, including hardware and software. Its products include programmable automation controllers; design, visualization, and simulation software; and human machine interface products, networking products, industrial computers, sensing devices, machine safety devices, motion control products, and independent cart technology products. This segment also offers manufacturing execution system and analytics software to enhance operational productivity and meet regulatory requirements. The Control Products & Solutions segment provides low and medium voltage electro-mechanical and electronic motor starters, AC/DC variable frequency drives, motor control and circuit protection devices, operator and signaling devices, termination and protection devices, relays and timers, and electrical control accessories. This segment also offers pre-configured line and load power solutions, packaged drives, motor control centers, and intelligent packaged power and engineered to order automation equipment solutions; and professional lifecycle services, such as safety, security, and digital transformation consulting, as well as automation and information project delivery capabilities, plant network, cloud, cybersecurity, asset management and predictive analytics, and remote, on-site, and managed support services. The company primarily serves a range of industries, which include the automotive, semiconductor, and warehousing and logistics; food and beverage, and life sciences; and oil and gas, metals, and chemicals through independent distributors and direct sales force worldwide. Rockwell Automation, Inc. was founded in 1903 and is headquartered in Milwaukee, Wisconsin.",USD,Industrials,Capital Goods,Machinery,NYQ,XNYS,New York Stock Exchange,United States,WI,Milwaukee,53204,http://www.rockwellautomation.com,Large Cap,US7739031091,773903109,BBG000BBCHL8,BBG000BBCDZ2,BBG001S5VRF5,False,114320613.331604
TPR,"Tapestry, Inc.","Tapestry, Inc. provides luxury accessories and branded lifestyle products in the United States, Japan, Greater China, Other Asia, and internationally. The company operates through three segments: Coach, Kate Spade, and Stuart Weitzman. The company offers women's accessories, including handbags, such as wallets, money pieces, wristlets, and cosmetic cases; novelty accessories comprising address books, time management and travel accessories, sketchbooks, and portfolios; and key rings and charms. It also provides bag collections, including business cases, computer bags, messenger-style bags, backpacks, and totes; small leather goods, such as wallets, card cases, travel organizers, and belts; and footwear, watches, sunglasses, novelty accessories, and ready-to-wear for men. In addition, the company offers women's footwear; sunglasses; bracelets, necklaces, rings, and earrings; fragrances and watches; women's seasonal lifestyle apparel collections that include outerwear and ready-to-wear, and cold weather accessories, which comprise gloves, scarves, and hats. Further, it provides ready-to-wear and footwear items for kids; fashion bedding and tableware; and stationery and gifts. Additionally, the company licenses rights to market and distribute its eyewear, watches, fragrances, and tech accessories under the Coach brand; and fashion beddings, tableware, eyewear, watches, stationery and gifts, and tech accessories under the Kate Spade brand. It sells its products to consumers through a network of 958 Coach stores, 420 Kate Spade stores, and 131 Stuart Weitzman stores, including the Internet and concession shop-in-shops; and wholesale customers, as well as through independent third party distributors. The company was formerly known as Coach, Inc. and changed its name to Tapestry, Inc. in October 2017. Tapestry, Inc. was founded in 1941 and is headquartered in New York, New York.",USD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",NYQ,XNYS,New York Stock Exchange,United States,NY,New York,10001,http://www.tapestry.com,Large Cap,US8760301072,876030107,BBG000BY2CY6,BBG000BY29C7,BBG001SFH7D5,False,114078714.00718689
GPN,Global Payments Inc.,"Global Payments Inc. provides payment technology and software solutions for card, electronic, check, and digital-based payments in the Americas, Europe, and the Asia-Pacific. The company operates through three segments: Merchant Solutions, Issuer Solutions, and Business and Consumer Solutions. The Merchant Solutions segment offers authorization services, settlement and funding services, customer support and help-desk functions, chargeback resolution, terminal rental, sales and deployment, payment security services, consolidated billing and statements, and on-line reporting services. This segment also provides an array of enterprise software solutions that streamline business operations of its customers in various vertical markets; and value-added services, such as point-of-sale solutions, and analytic and engagement tools, as well as payroll and human capital management services. The Issuer Solutions segment offers solutions that enable financial institutions and retailers to manage their card portfolios through a platform; and commercial payments and ePayables solutions for businesses and governments. The Business and Consumer Solutions segment provides general-purpose reloadable prepaid debit and payroll cards, demand deposit accounts, and other financial service solutions to the underbanked and other consumers, and businesses under the Netspend brand. It markets its products and services through direct sales force, trade associations, agent and enterprise software providers, referral arrangements with value-added resellers, and independent sales organizations. The company was founded in 1967 and is headquartered in Atlanta, Georgia.",USD,Industrials,Commercial & Professional Services,Professional Services,NYQ,XNYS,New York Stock Exchange,United States,GA,Atlanta,30326,http://www.globalpaymentsinc.com,Large Cap,,37940X102,BBG000CX0P89,BBG000CX0P89,BBG001SGS2Z8,False,112618364.7567749
KEY,KeyCorp,"KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking products and services in the United States. It operates in two segments, Consumer Bank and Commercial Bank. The company offers various deposits, investment products and services; and personal finance and financial wellness, student loan refinancing, mortgage and home equity, lending, credit card, treasury, business advisory, wealth management, asset management, cash management, portfolio management, and trust and related services to individuals and small and medium-sized businesses. It also provides a suite of banking and capital market products, such as syndicated finance, debt and equity capital market products, commercial payments, equipment finance, commercial mortgage banking, derivatives, foreign exchange, financial advisory, and public finance, as well as commercial mortgage loans comprising consumer, energy, healthcare, industrial, public sector, real estate, and technology loans for middle market clients. In addition, the company offers community development financing, securities underwriting, brokerage, and investment banking services. As of February 25, 2021, it operated through a network of approximately 1,000 branches and 1,400 ATMs in 15 states, as well as additional offices, online and mobile banking capabilities, and a telephone banking call center. The company was founded in 1849 and is headquartered in Cleveland, Ohio.",USD,Financials,Banks,Banks,NYQ,XNYS,New York Stock Exchange,United States,OH,Cleveland,44114-1306,http://www.key.com,Large Cap,,493267108,BBG000BMQS71,BBG000BMQPL1,BBG001S5SKV6,False,110613247.11537361
XEL,Xcel Energy Inc.,"Xcel Energy Inc., through its subsidiaries, generates, purchases, transmits, distributes, and sells electricity. It operates through Regulated Electric Utility, Regulated Natural Gas Utility, and All Other segments. The company generates electricity through coal, nuclear, natural gas, hydroelectric, solar, biomass, oil, wood/refuse, and wind energy sources. It also purchases, transports, distributes, and sells natural gas to retail customers, as well as transports customer-owned natural gas. In addition, the company develops and leases natural gas pipelines, and storage and compression facilities; and invests in rental housing projects, as well as procures equipment for the construction of renewable generation facilities. It serves residential, commercial, and industrial customers in the portions of Colorado, Michigan, Minnesota, New Mexico, North Dakota, South Dakota, Texas, and Wisconsin. The company sells electricity to approximately 3.7 million customers; and natural gas to approximately 2.1 million customers. Xcel Energy Inc. was incorporated in 1909 and is headquartered in Minneapolis, Minnesota.",USD,Utilities,Utilities,Electric Utilities,NMS,XNAS,NASDAQ Global Select,United States,MN,Minneapolis,55401,http://www.xcelenergy.com,Large Cap,US98389B1008,98389B100,BBG000BCV381,BBG000BCTQ65,BBG001S7F0X8,False,110356338.71326447
EQT,EQT Corporation,"EQT Corporation operates as a natural gas production company in the United States. The company produces natural gas, natural gas liquids (NGLs), and crude oil. As of December 31, 2020, it had 19.8 trillion cubic feet of proved natural gas, NGLs, and crude oil reserves across approximately 1.8 million gross acres. The company was founded in 1878 and is headquartered in Pittsburgh, Pennsylvania.",USD,Energy,Energy,"Oil, Gas & Consumable Fuels",NYQ,XNYS,New York Stock Exchange,United States,PA,Pittsburgh,15222-3111,http://www.eqt.com,Large Cap,US26884L1098,26884L109,BBG000BHZ8B1,BBG000BHZ5J9,BBG001S5QXJ4,False,109509016.22740173
ON,ON Semiconductor Corporation,"ON Semiconductor Corporation, together with its subsidiaries, manufactures and sells semiconductor components for various electronic devices worldwide. The company operates in three segments: Power Solutions Group (PSG), Advanced Solutions Group (ASG), and Intelligent Sensing Group (ISG). The PSG segment offers analog, discrete, module, and integrated semiconductor products for various applications, such as power switching, power conversion, signal conditioning, circuit protection, signal amplification, and voltage regulation functions. The ASG segment designs and develops analog, mixed-signal, logic, ASSPs and ASICs, Wi-Fi, and power solutions. It also provides trusted foundry and design services for government customers; and manufacturing services. The ISG segment offers complementary metal oxide semiconductors image sensors; proximity sensors; image signal processors; single photon detectors, including SiPM and SPAD arrays; radars; and actuator drivers for autofocus and image stabilization for a range of customers in automotive, industrial, medical, aerospace/defense, communications, networking, wireless, consumer, and computing markets. The company serves original equipment manufacturers, distributors, and electronic manufacturing service providers. ON Semiconductor Corporation was incorporated in 1992 and is headquartered in Phoenix, Arizona.",USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,NMS,XNAS,NASDAQ Global Select,United States,AZ,Phoenix,85008,http://www.onsemi.com,Large Cap,US6821891057,682189105,BBG000DV8ZY3,BBG000DV7MX4,BBG001SF7RS6,False,109199514.56413269
CPAY,Corpay Inc. Common Stock,"Corpay Inc. (formerly FLEETCOR Technologies, Inc.) provides payment solutions to businesses, including fleet cards, corporate payments, and lodging solutions. The company offers services that help businesses manage and control their expenses. Corpay is headquartered in Atlanta, Georgia.",USD,Information Technology,Software & Services,Software,NYQ,XNYS,New York Stock Exchange,United States,,,,,Large Cap,,219948106,BBG000GPXKX9,BBG000GPXKX9,BBG001SHC7K8,False,109047744.90966797
WELL,Welltower Inc.,"Welltower Inc. (NYSE:WELL), an S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. The Company invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. WelltowerÂ, a real estate investment trust (""REIT""), owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",USD,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),NYQ,XNYS,New York Stock Exchange,United States,OH,Toledo,43615,http://www.welltower.com,Large Cap,IE00BJQTJ848,95040Q104,BBG000BKY1G5,BBG000BKY1G5,BBG001S5RTQ4,False,109009604.60090637
MLM,"Martin Marietta Materials, Inc.","Martin Marietta Materials, Inc., a natural resource-based building materials company, supplies aggregates and heavy-side building materials to the construction industry in the United States and internationally. It offers crushed stone, sand, and gravel products; ready mixed concrete and asphalt; paving products and services; and Portland and specialty cement used in the infrastructure projects, and nonresidential and residential construction markets, as well as in the railroad, agricultural, utility, and environmental industries. The company also manufactures and markets magnesia-based chemical products for the industrial, agricultural, and environmental applications; and dolomitic lime primarily for customers in the steel and mining industries. Its chemical products are used in flame retardants, wastewater treatment, pulp and paper production, and other environmental applications. The company was founded in 1939 and is headquartered in Raleigh, North Carolina.",USD,Materials,Materials,Construction Materials,NYQ,XNYS,New York Stock Exchange,United States,NC,Raleigh,27607-3033,http://www.martinmarietta.com,Large Cap,US5732841060,573284106,BBG000BGYPN3,BBG000BGYMH7,BBG001S7QC51,False,108938357.34863281
AMP,"Ameriprise Financial, Inc.","Ameriprise Financial, Inc., through its subsidiaries, provides various financial products and services to individual and institutional clients in the United States and internationally. It operates through four segments: Advice & Wealth Management, Asset Management, Retirement & Protection Solutions, and Corporate & Other. The Advice & Wealth Management segment provides financial planning and advice; brokerage products and services for retail and institutional clients; discretionary and non-discretionary investment advisory accounts; mutual funds; insurance and annuities products; cash management and banking products; and face-amount certificates. The Asset Management segment offers investment management and advice, and investment products to retail, high net worth, and institutional clients through unaffiliated third-party financial institutions and institutional sales force. This segment products also include U.S. mutual funds and their non-U.S. equivalents, exchange-traded funds, variable product funds underlying insurance, and annuity separate accounts; and institutional asset management products, such as traditional asset classes, separately managed accounts, individually managed accounts, collateralized loan obligations, hedge funds, collective funds, and property and infrastructure funds. The Retirement & Protection Solutions segment provides variable annuity products to individual clients, as well as life and DI insurance products to retail clients. The company was formerly known as American Express Financial Corporation and changed its name to Ameriprise Financial, Inc. in September 2005. Ameriprise Financial, Inc. was founded in 1894 and is headquartered in Minneapolis, Minnesota.",USD,Financials,Diversified Financials,Capital Markets,NYQ,XNYS,New York Stock Exchange,United States,MN,Minneapolis,55474,http://www.ameriprise.com,Large Cap,US03076C1062,03076C106,BBG000G3QP92,BBG000G3QLY3,BBG001SK6096,False,108895067.41409302
ROP,"Roper Technologies, Inc.","Roper Technologies, Inc. designs and develops software, and engineered products and solutions. The company offers management, campus solutions, laboratory information management, enterprise management, information solutions, transportation management, financial and compliance management, cloud-based financial analytics and performance management, and diagnostic and laboratory information system software; and software, services, and technologies for foodservice operations. It also provides cloud-based data, collaboration, and estimating automation software; electronic marketplace; visual effects and 3D content software; wireless sensor network and solutions; cloud-based software solutions; supply chain software; health care service and software; RFID card readers; data analytics and information; pharmacy software; and toll system and products, transaction and violation processing services, and intelligent traffic systems. In addition, the company offers precision rubber and polymer testing instruments, and data analysis software; ultrasound accessories; radiotherapy solutions; testing and analyzing plastic solutions; dispensers and metering pumps; control valves; precision weighing equipment; automated surgical scrub and linen dispensing equipment; water meters; optical and electromagnetic measurement systems; automated leak detection equipment; medical devices; products and services for water and gas utilities; and equipment and consumables. It also provides temperature control and emergency shutoff valves; turbomachinery control hardware, software, and services; specialized pumps; flow meter calibrators and controllers; vibration monitoring systems and controls; analytical instrument; drilling power section; pressure and level sensors; and non-destructive testing equipment. The company was formerly known as Roper Industries, Inc. and changed its name to Roper Technologies, Inc. in April 2015. The company was incorporated in 1981 and is based in Sarasota, Florida.",USD,Industrials,Capital Goods,Machinery,NYQ,XNYS,New York Stock Exchange,United States,FL,Sarasota,34240,http://www.ropertech.com,Large Cap,,776696106,BBG000F1ZSN5,BBG000F1ZSN5,BBG001S9B362,False,108711948.40393066
FFIV,"F5, Inc.","F5, Inc. provides multicloud application security and delivery solutions in the United States, Europe, the Middle East, Africa, and the Asia Pacific region. The company's distributed cloud services enable its customers to deploy, secure, and operate applications in any architecture, from on-premises to the public cloud. It also offers unified, security, networking, and application management solutions, such as web app and API protection; multi-cloud networking; application delivery and deployment; domain name system; content delivery network; and application deployment and orchestration. In addition, the company provides application security and delivery products, including NGINX Plus; NGINX One Console; NGINX Ingress Controller; WAF for NGINX; BIG-IP Packaged Software; and BIG-IP Systems. Further, it provides a range of professional services, including maintenance, consulting, training, and other technical support services. The company sells its products to large enterprise businesses, public sector institutions, governments, and service providers through distributors, value-added resellers, managed service providers, systems integrators, and other indirect channel partners. It has partnerships with public cloud providers, such as Amazon Web Services, Microsoft Azure, and Google Cloud Platform. The company was formerly known as F5 Networks, Inc. and changed its name to F5, Inc. in November 2021. F5, Inc. was incorporated in 1996 and is headquartered in Seattle, Washington.",USD,Financials,Diversified Financials,Diversified Financial Services,NMS,XNAS,NASDAQ Global Select,United States,CA,San Francisco,94129,http://www.sz000004.cn,Large Cap,,315616102,BBG000CXYSZ6,BBG000CXYSZ6,BBG001SCP8D1,False,107871621.94595337
VTRS,"Viatris, Inc.","Viatris Inc., a healthcare company, develops, licenses, manufactures, markets, and distributes brand and generic drugs, complex generics, biosimilars, and active pharmaceutical ingredients (APIs) worldwide. The company operates through Developed Markets, Greater China, JANZ, and Emerging Markets segments. It offers drugs in various therapeutic areas, including infectious diseases and non-communicable diseases; HIV/AIDS; and oncology, immunology, endocrinology, ophthalmology, and dermatology, as well as antibacterial, central nervous system agents, antihistamines/antiasthmatics, cardiovascular, antivirals, antidiabetics, antifungals, and proton pump inhibitor areas. The company provides medicines, such as Wixela, Inhub, ADVAIR DISKUS, glatiramer acetate injection, Copaxone, and over the counter products in the form of oral solid doses, injectables, complex dosage forms, and APIs to retail and pharmacy establishments, wholesalers and distributors, payers, insurers and governments, and institutions; and support services, such as diagnostic clinics, educational seminars, and digital tools to help patients better manage their health. It distributes its products through pharmaceutical wholesalers/distributors, pharmaceutical retailers, institutional pharmacies, mail-order and e-commerce pharmacies, and specialty pharmacies. The company sells its products under the Lyrica, Lipitor, Creon, Influvac, Wixela Inhub, and EpiPen auto-injector; Norvasc and Viagra; AMITIZA, Lipacreon, and Effexor; Trastuzumab injection; and Celebrex and anti-retrovirals names, as well as offers biosimilars franchises, including Fulphila, Ogivri, and Hulio. Viatris Inc. has collaboration and licensing agreements with Revance Therapeutics, Inc.; Momenta Pharmaceuticals, Inc.; Theravance Biopharma, Inc.; Biocon Ltd.; and Fujifilm Kyowa Kirin Biologics Co. Ltd. The company was founded in 1961 and is based in Canonsburg, Pennsylvania.",USD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,NMS,XNAS,NASDAQ Global Select,United States,PA,Canonsburg,15317,http://www.viatris.com,Large Cap,US92556V1061,92556V106,BBG00Y4RQP16,BBG00Y4RQNH4,BBG00Y52JV51,False,107574834.60345268
